Full Market Value,Land Assessed Value,MostRecentSalePrice,MostRecentSaleDate,PropertyType,BuildingStyle,YearBuilt,RoomCounts,nbhd,LotSize(acr)
"$297,000","$51,100",250000,8/31/2006,1 Family Res,Colonial,2004,5 / 3.1,Rural New,2.1
"$196,000","$30,000",85000,8/31/2006,1 Family Res,Old style,1940,3 / 1.2,Rural,1
"$211,000","$24,500",118000,8/31/2004,1 Family Res,Colonial,1900,4 / 3,Res Old #2,0.25
"$12,100","$12,100",1500,8/31/2001,Res vac land,,,,Vill/Norwood,0.3
"$184,000","$15,000",174900,8/30/2023,2 Family Res,Old style,1908,5 / 2,Res Old #1,0.2
"$52,000","$26,500",7500,8/30/2023,1 Family Res,Cottage,1910,2 / 0,Rural New,0.28
"$345,000","$49,300",312000,8/30/2022,1 Family Res,Old style,1830,3 / 2,Res New,0.97
"$7,300","$7,300",170000,8/30/2019,Res vac land,,,,Res Old #1,0.1
"$190,000","$43,900",100000,8/30/2018,Rural res,Ranch,2013,3 / 1.1,Rural,18.7
"$329,000","$30,900",125000,8/30/2016,1 Family Res,Manuf'd Housing,1992,3 / 2,Rural,1.9
"$525,000","$74,000",345000,8/30/2016,Branch bank,Commercial,2016,,Commercial,0.74
"$214,000","$28,000",110000,8/30/2010,2 Family Res,Old style,1880,5 / 2,Res Old #2,0.3
"$25,800","$25,800",15000,8/30/2010,Vacant rural,,,,Rural,12.5
"$38,700","$38,700",5500,8/30/2002,Rural vac>10,,,,Rural New,18.4
"$215,000","$20,900",135000,8/3/2021,1 Family Res,Old style,1880,3 / 2,Res Old #2,0.21
"$35,100","$35,100",16500,8/3/2021,Rural vac<10,,,,Rural New,11.2
"$120,000","$31,000",60000,8/3/2020,1 Family Res,Manuf'd Housing,1968,4 / 1,Rural,2
"$75,000","$7,900",34000,8/3/2018,1 Family Res,Old style,1900,2 / 2,Vill/Norwood,0.16
"$53,000","$18,900",25900,8/3/2018,1 Family Res,Old style,1900,2 / 1,Vill/Norwood,0.48
"$130,000","$11,700",55000,8/3/2016,1 Family Res,Old style,1876,3 / 2,Union Hew Siss,1.7
"$124,000","$15,500",50000,8/3/2007,3 Family Res,Old style,1880,3 / 3,Res Old #2,0.15
"$92,000","$2,200",28000,8/3/2006,1 Family Res,Old style,1900,3 / 1,Union Hew Siss,0.2
"$170,000","$21,500",40000,8/3/2004,1 Family Res,Old style,1910,4 / 1.1,Vill/Norwood,0.58
"$119,000","$11,100",28000,8/3/1999,1 Family Res,Old style,1920,2 / 1,Union Hew Siss,1.1
"$192,500","$22,100",192500,8/29/2024,Converted Res,Commercial,1900,,Comm Old,50
"$115,000","$7,600",110000,8/29/2023,1 Family Res,Old style,1927,2 / 1,Res Old #2,0.22
"$223,400","$21,400",235000,8/29/2019,1 Family Res,Colonial,1992,5 / 2.1,Water/Nor Lake,0.61
"$145,000","$30,600",80000,8/29/2014,1 Family Res,Old style,1910,3 / 1,Res Old #2,0.43
"$161,800","$161,800",67750,8/29/2011,Vacant comm,,,,Comm Old,17.92
"$165,000","$21,800",80000,8/29/2005,1 Family Res,Ranch,1958,3 / 1,Res Old #2,0.22
"$239,000","$29,000",100000,8/29/2002,1 Family Res,Colonial,1970,4 / 2.1,Res New,0.31
"$145,000","$2,100",121000,8/28/2023,1 Family Res,Old style,1900,4 / 2,Union Hew Siss,0.19
"$140,000","$16,200",75000,8/28/2017,1 Family Res,Old style,1900,3 / 1.1,Vill/Norwood,0.39
"$125,000","$24,500",119000,8/27/2022,1 Family Res,Manuf'd Housing,1990,3 / 2,Rural,0.65
"$26,700","$26,700",3000,8/27/2020,Rural vac<10,,,,Rural New,2.7
"$88,000","$28,000",7000,8/27/2020,1 Family Res,Cottage,2001,2 / 1,Rural,0.86
"$337,000","$25,100",237000,8/27/2020,1 Family Res,Raised ranch,1974,3 / 3,Rural,0.68
"$297,000","$51,400",283500,8/27/2019,1 Family Res,Colonial,1967,4 / 2.1,Rural New,2.4
"$47,000","$10,800",10000,8/27/2015,1 Family Res,Old style,1900,0 / 0,Res Old #1,0.13
"$198,000","$32,500",100000,8/27/2014,1 Family Res,Split level,1959,4 / 2.1,Vill/Norwood,1.3
"$250,000","$64,000",150000,8/27/2008,Office bldg.,Commercial,1975,,Commercial,0.64
"$75,000","$20,300",15000,8/27/2006,1 Family Res,Ranch,2010,2 / 1,Pot outskirts,1.3
"$276,000","$54,000",277000,8/26/2021,1 Family Res,Ranch,1998,3 / 2.1,Rural New,5
"$137,000","$36,000",115000,8/26/2021,3 Family Res,Old style,1860,5 / 3,Pot outskirts,2
"$127,000","$31,600",115000,8/26/2020,1 Family Res,Manuf'd Housing,2002,3 / 2,Rural,2.6
"$173,000","$50,800",500000,8/26/2019,2 Family Res,Duplex,1988,4 / 2,Rural New,1.8
"$169,000","$30,400",85000,8/26/2008,1 Family Res,Colonial,1978,4 / 2,Rural,1.4
"$136,000","$15,300",41000,8/26/2004,1 Family Res,Old style,1924,3 / 2.1,Vill/Norwood,0.36
"$165,000","$30,300",152000,8/25/2020,1 Family Res,Old style,1880,3 / 1.1,Rural,1.3
"$138,000","$18,000",100000,8/25/2015,1 Family Res,Old style,1900,3 / 1.1,Vill/Norwood,0.45
"$137,000","$27,200",117000,8/25/2015,1 Family Res,Ranch,1958,3 / 2,Water/Nor Lake,0.49
"$175,000","$127,200",160000,8/25/2014,Other Storage,Commercial,1985,,Commercial,13.1
"$98,000","$13,800",62000,8/25/2009,2 Family Res,Old style,1850,4 / 2,Vill/Norwood,0.31
"$191,000","$38,500",88000,8/25/2005,1 Family Res,Ranch,1958,4 / 2,Res New,0.54
"$360,000","$134,700",29000,8/25/2004,1 Family Res,Contemporary,2006,3 / 2.1,Water/Nor Lake,2.5
"$185,000","$18,200",25000,8/25/2003,3 Family Res,Old style,1900,7 / 3,Res Old #2,0.18
"$53,500","$13,100",40000,8/25/1999,1 Family Res,Ranch,1955,3 / 0,Vill/Norwood,0.29
"$23,500","$20,500",25000,8/24/2023,Vac w/imprv,,,,Water/Nor Lake,1.5
"$425,000","$28,400",339900,8/24/2022,1 Family Res,Old style,1900,5 / 6.1,Res Old #2,0.32
"$29,800","$29,800",5000,8/24/2000,Rural vac<10,,,,Rural New,5.8
"$194,000","$36,200",194000,8/23/2024,1 Family Res,Old style,1918,5 / 2,Res Old #2,66
"$202,500","$32,900",202500,8/23/2024,Converted Res,Commercial,1950,,Comm Old,66
"$256,000","$30,400",194500,8/23/2023,1 Family Res,Old style,1863,5 / 2,Res Old #2,0.42
"$216,000","$24,500",145500,8/23/2019,1 Family Res,Old style,1890,4 / 1.1,Res Old #2,0.25
"$161,000","$18,000",86500,8/23/2019,2 Family Res,Old style,1900,3 / 2,Res Old #1,0.25
"$260,000","$18,000",85000,8/23/2013,1 Family Res,Split level,1951,3 / 2.1,Vill/Norwood,0.45
"$191,000","$38,000",110000,8/23/2012,1 Family Res,Colonial,1963,4 / 1.1,Res Old #2,1
"$156,000","$16,400",79250,8/23/2010,2 Family Res,Old style,1920,4 / 2,Res Old #2,0.16
"$125,000","$56,100",106000,8/23/2007,1 Family Res,Ranch,1956,3 / 1,Rural New,7.1
"$301,000","$26,900",155000,8/23/2007,1 Family Res,Split level,1975,4 / 2.1,Rural,0.78
"$157,000","$9,900",52000,8/23/2002,1 Family Res,Old style,1930,4 / 1.1,Vill/Norwood,0.21
"$92,000","$17,100",46000,8/23/2002,1 Family Res,Old style,1900,2 / 2,Vill/Norwood,0.42
"$80,000","$31,000",14000,8/23/1999,1 Family Res,Manuf'd Housing,1999,3 / 2,Rural,2
"$40,000","$3,900",15000,8/22/2023,1 Family Res,Old style,1900,5 / 1.1,Union Hew Siss,0.35
"$196,000","$30,900",187000,8/22/2022,1 Family Res,Log home,2003,2 / 1,Rural,1.9
"$8,500,000","$274,800",7300000,8/22/2019,Apartment,Commercial,1980,,Comm Old,10.74
"$182,000","$25,900",82000,8/22/2001,1 Family Res,Old style,1908,3 / 2,Res Old #2,0.27
"$243,000","$30,300",60000,8/21/2024,1 Family Res,Colonial,1989,2 / 1,Rural,1.3
"$71,000","$22,700",42000,8/21/2023,2 Family Res,Old style,1920,3 / 2,Res Old #2,0.23
"$170,000","$51,200",112500,8/21/2006,1 Family Res,Old style,1900,3 / 1,Rural New,2.2
"$149,000","$20,200",11500,8/21/2003,1 Family Res,Old style,1920,4 / 1,Res Old #1,0.31
"$146,000","$27,300",55000,8/21/2002,1 Family Res,Ranch,1960,3 / 1,Res Old #2,140
"$115,000","$35,100",10000,8/20/2022,1 Family Res,Cottage,1959,1 / 1,Pot outskirts,1.1
"$163,000","$35,000",126500,8/20/2019,1 Family Res,Old style,1878,5 / 1.1,Res Old #2,0.75
"$140,000","$20,300",88000,8/20/2019,1 Family Res,Ranch,1965,3 / 1,Rural,0.46
"$164,000","$31,800",152500,8/20/2018,1 Family Res,Old style,1880,3 / 1.1,Res Old #2,0.49
"$115,000","$31,000",59000,8/20/2015,1 Family Res,Manuf'd Housing,1964,2 / 1,Rural,2
"$88,900","$88,900",50000,8/20/2013,Field crops,,,,Rural,71.7
"$101,000","$17,300",52500,8/20/2013,1 Family Res,Ranch,1967,2 / 1,Rural,0.36
"$107,200","$107,200",50000,8/20/2012,Mining,,,,Commercial,1.12
"$248,000","$70,000",158000,8/20/2010,1 Family Res,Split level,1974,3 / 2,Water/Nor Lake,0.63
"$222,000","$50,800",88000,8/20/2004,1 Family Res,Ranch,1980,3 / 2,Res New,1.5
"$151,000","$32,900",7000,8/20/2004,1 Family Res,Manuf'd Housing,2004,4 / 2,Rural,3.9
"$198,000","$58,000",76000,8/20/1999,1 Family Res,Old style,1880,3 / 1.1,Rural New,9
"$181,000","$17,300",43000,8/20/1998,1 Family Res,Old style,1900,3 / 2.1,Res Old #2,0.17
"$750,000","$200,800",660000,8/2/2016,Fast food,Commercial,1979,,Comm New,1.04
"$250,000","$31,200",170000,8/2/2010,1 Family Res,Colonial,1961,4 / 1.1,Res New,0.36
"$252,000","$76,200",80500,8/2/2007,Rural res,Log home,2011,2 / 1,Rural,79.7
"$174,000","$38,100",69900,8/2/1999,1 Family Res,Contemporary,1991,5 / 2.1,Rural New,0.52
"$163,000","$24,500",163000,8/19/2024,1 Family Res,Old style,1900,5 / 2,Res Old #2,66
"$221,000","$31,400",200000,8/19/2022,1 Family Res,Colonial,1920,3 / 1.1,Res Old #2,0.47
"$162,000","$20,900",143750,8/19/2022,1 Family Res,Old style,1890,4 / 2,Res Old #2,0.21
"$228,000","$25,900",170000,8/19/2021,1 Family Res,Old style,1900,3 / 2.1,Res Old #2,0.27
"$142,000","$20,900",103000,8/19/2020,1 Family Res,Old style,1949,3 / 1.1,Res Old #2,0.21
"$284,000","$31,100",180000,8/19/2019,1 Family Res,Contemporary,1986,4 / 2.1,Rural,2.1
"$300,000","$44,000",240000,8/19/2016,1 Family Res,Old style,1890,5 / 1.1,Res Old #2,5
"$242,000","$35,400",70000,8/19/2016,2 Family Res,Split level,1958,4 / 2,Rural,6.4
"$123,000","$15,000",75000,8/19/2015,1 Family Res,Old style,1900,3 / 1.1,Pot outskirts,0.25
"$175,000","$102,000",25000,8/19/2003,>1use sm bld,Commercial,1980,,Comm Old,0.8
"$110,000","$31,400",45000,8/19/2002,1 Family Res,Manuf'd Housing,1977,4 / 2,Rural,2.4
"$216,000","$58,600",126000,8/19/2002,1 Family Res,Ranch,2001,3 / 2,Rural New,1.86
"$147,000","$21,600",140000,8/18/2023,2 Family Res,Old style,1931,5 / 2,Res Old #1,0.38
"$331,000","$54,600",315000,8/18/2023,Rural res,Old style,1920,3 / 1.1,Rural,35.1
"$225,000","$90,300",250000,8/18/2016,Office bldg.,Commercial,1986,,Comm Old,0.67
"$197,000","$19,100",62000,8/18/2003,1 Family Res,Old style,1885,4 / 1.1,Res Old #2,0.19
"$18,800","$16,300",800,8/18/2003,Mfg housing,,,,Rural,2.3
"$202,000","$18,200",192000,8/17/2023,1 Family Res,Old style,1916,5 / 2,Res Old #2,0.18
"$160,000","$50,600",50000,8/17/2018,1 Family Res,Manuf'd Housing,1985,3 / 2,Rural New,1.6
"$235,000","$30,900",178000,8/17/2017,1 Family Res,Ranch,1991,3 / 2.1,Rural,1.9
"$199,000","$33,700",127500,8/17/2016,1 Family Res,Old style,1860,3 / 2,Res Old #2,0.64
"$20,800","$20,800",25000,8/17/2007,Rural vac<10,,,,Pot outskirts,1.8
"$41,200","$41,200",400000,8/17/2006,Vacant comm,,,,Commercial,12.1
"$56,100","$56,100",41000,8/17/2005,Res vac land,,,,Water/Nor Lake,0.52
"$128,000","$21,000",122000,8/16/2023,1 Family Res,Old style,1910,4 / 2,Vill/Norwood,0.56
"$23,000","$23,000",16000,8/16/2019,Res vac land,,,,Vill/Norwood,0.35
"$205,000","$35,000",100000,8/16/2018,1 Family Res,Ranch,1961,2 / 2,Pot outskirts,1
"$61,900","$32,400",50000,8/16/2018,Mfg housing,,,,Rural,3.41
"$75,000","$23,900",15000,8/16/2017,Vac w/imprv,,,,Res Old #2,3.6
"$2,500","$2,500",92500,8/16/2013,Res vac land,,,,Res Old #1,0.19
"$407,000","$51,000",271000,8/16/2012,1 Family Res,Colonial,2007,4 / 2.1,Rural New,2
"$30,100","$30,100",20000,8/16/2010,Vacant rural,,,,Rural,20.1
"$280,000","$32,800",147000,8/16/2006,1 Family Res,Old style,1880,4 / 1.1,Res Old #2,0.49
"$210,000","$29,000",52500,8/16/2004,1 Family Res,Ranch,1960,3 / 2,Res New,0.31
"$80,000","$6,500",24000,8/16/1999,1 Family Res,Old style,1900,3 / 1,Res Old #1,0.07
"$482,000","$93,600",14000,8/16/1999,Rural res,Cape cod,2000,3 / 2.1,Rural,113.1
"$103,000","$16,200",103100,8/15/2024,1 Family Res,Old style,1890,3 / 1.1,Vill/Norwood,66
"$106,000","$11,500",106000,8/15/2024,1 Family Res,Old style,1870,4 / 1,Vill/Norwood,83
"$180,000","$36,000",180000,8/15/2024,1 Family Res,Raised ranch,1981,3 / 1,Pot outskirts,2
"$96,700","$32,800",60000,8/15/2023,Mfg housing,,,,Rural,3.8
"$146,000","$19,600",93000,8/15/2019,1 Family Res,Ranch,1971,3 / 2,Res New,0.17
"$36,300","$36,300",3000,8/15/2018,Priv forest,,,,Rural New,12.3
"$300,000","$121,700",35000,8/15/2013,Apartment,Commercial,2014,,Comm Old,1.17
"$100,000","$9,000",20000,8/15/2008,Att row bldg,Commercial,1880,,Commercial,0.05
"$141,800","$32,200",5000,8/15/2007,Mfg housing,,,,Rural,3.2
"$183,000","$29,000",65000,8/15/2006,1 Family Res,Ranch,1955,2 / 1,Res Old #2,0.35
"$134,000","$9,000",60000,8/15/2006,1 Family Res,Old style,1920,3 / 1.1,Res Old #2,0.08
"$59,500","$48,900",25000,8/15/2000,Mfg housing,,,,Pot outskirts,18.7
"$16,000","$16,000",12000,8/14/2024,Res vac land,,,,Res Old #1,0.39
"$260,000","$41,100",245000,8/14/2023,1 Family Res,Split level,1960,4 / 2.1,Rural New,0.62
"$209,000","$30,400",150000,8/14/2020,2 Family Res,Old style,1900,4 / 3.1,Res Old #2,0.42
"$189,000","$30,300",132000,8/14/2017,1 Family Res,Ranch,1960,4 / 1.1,Res New,0.34
"$174,000","$36,400",120000,8/14/2015,1 Family Res,Ranch,1974,2 / 1.1,Rural,7.4
"$42,300","$42,300",28000,8/14/2015,Vacant rural,,,,Rural New,25.6
"$137,000","$31,000",76000,8/14/2008,1 Family Res,Manuf'd Housing,2002,3 / 2,Rural,2
"$172,800","$43,500",59900,8/14/2001,1 Family Res,Old style,1900,2 / 1,Rural,2.6
"$6,700","$6,700",2750,8/14/2000,Rural vac<10,,,,Rural,8.4
"$550,000","$473,900",360000,8/13/2021,Dairy farm,Ranch,1954,4 / 1,Rural,307.8
"$97,000","$30,500",50000,8/13/2021,1 Family Res,Old style,1880,5 / 1,Rural,1.5
"$50,100","$50,100",30000,8/13/2020,Vacant rural,,,,Rural,56.6
"$400,000","$21,400",350000,8/13/2019,1 Family Res,Cape cod,1990,3 / 2.1,Rural New,2.4
"$236,000","$53,700",186000,8/13/2018,1 Family Res,Old style,1900,3 / 2,Rural New,4.7
"$180,000","$23,900",92000,8/13/2015,1 Family Res,Ranch,1951,3 / 1.1,Rural,0.62
"$120,000","$10,200",67000,8/13/2012,2 Family Res,Old style,1880,4 / 2,Res Old #1,0.12
"$137,000","$35,000",55000,8/13/2010,1 Family Res,Ranch,1951,2 / 1,Pot outskirts,1
"$39,400","$39,400",8000,8/13/2008,Field crops,,,,Rural,13.2
"$125,000","$72,900",49900,8/13/2002,1 use sm bld,Commercial,1992,,Commercial,4.23
"$176,000","$16,100",175000,8/12/2024,1 Family Res,Cape cod,2006,2 / 1.1,Rural,100
"$425,000","$101,100",425000,8/12/2023,>1use sm bld,Commercial,1960,,Comm Old,0.79
"$11,700","$11,700",16000,8/12/2022,Res vac land,,,,Vill/Norwood,0.27
"$165,000","$14,700",152000,8/12/2022,Det row bldg,Commercial,1884,,Commercial,50
"$101,000","$17,700",64000,8/12/2020,1 Family Res,Cottage,1960,2 / 1,Pot outskirts,0.34
"$205,000","$27,500",145000,8/12/2019,1 Family Res,Cape cod,1950,3 / 2,Res New,0.28
"$216,000","$20,900",160000,8/12/2016,1 Family Res,Colonial,1920,4 / 2,Res Old #2,0.21
"$48,000","$9,900",25000,8/12/2015,1 Family Res,Old style,1870,3 / 1,Vill/Norwood,0.21
"$117,000","$16,200",53000,8/12/2005,1 Family Res,Old style,1880,3 / 1,Res Old #1,0.22
"$72,000","$14,400",31500,8/12/2004,1 Family Res,Old style,1871,2 / 1,Vill/Norwood,0.33
"$56,500","$47,900",190000,8/12/2003,Vac w/imprv,,,,Res Old #1,2.9
"$25,700","$25,700",500,8/12/2003,Rural vac<10,,,,Rural New,1.7
"$137,000","$28,300",91000,8/11/2022,1 Family Res,Ranch,1955,2 / 1,Rural,0.94
"$236,300","$86,700",150000,8/11/2021,Dairy farm,,,,Rural,104.4
"$159,000","$13,300",35000,8/11/2020,1 Family Res,Ranch,1986,4 / 1.1,Water/Nor Lake,0.38
"$1,000","$1,000",500,8/11/2014,Res vac land,,,,Vill/Norwood,0.15
"$1,000","$1,000",500,8/11/2014,Res vac land,,,,Vill/Norwood,0.15
"$22,300","$17,300",10000,8/11/2014,Mfg housing,,,,Rural,0.36
"$221,000","$28,000",140000,8/11/2004,1 Family Res,Colonial,1970,3 / 1.1,Res New,0.29
"$187,000","$17,300",66000,8/11/2003,1 Family Res,Ranch,1951,3 / 1,Res Old #2,0.17
"$171,000","$21,800",49419,8/11/2000,2 Family Res,Old style,1938,5 / 2,Res Old #2,0.22
"$420,000","$13,500",5000,8/11/1999,1 Family Res,Raised ranch,2008,3 / 3,Vill/Norwood,0.3
"$285,000","$24,300",77000,8/11/1998,1 Family Res,Contemporary,1987,4 / 3,Vill/Norwood,0.69
"$207,000","$28,200",175000,8/10/2023,2 Family Res,Old style,1880,4 / 2,Res Old #2,0.31
"$200,000","$59,400",115000,8/10/2022,Rural res,Cape cod,1978,4 / 1,Rural,49.7
"$150,000","$27,300",42000,8/10/2011,1 Family Res,Old style,1880,3 / 1.1,Res Old #2,0.29
"$180,000","$52,900",99640,8/10/2009,1 Family Res,Raised ranch,1960,3 / 2,Res New,2.9
"$180,000","$31,300",90000,8/10/2009,1 Family Res,Manuf'd Housing,1994,3 / 2.1,Rural,2.3
"$19,600","$19,600",5000,8/10/2005,Res vac land,,,,Res Old #2,0.91
"$164,000","$13,700",124000,8/1/2024,1 Family Res,Old style,1918,4 / 1.1,Res Old #2,58
"$17,900","$17,900",65000,8/1/2024,Rural vac<10,,,,Rural,15.9
"$250,000","$37,400",170000,8/1/2019,1 Family Res,Old style,1850,4 / 2,Rural,0.87
"$142,000","$22,800",88000,8/1/2018,1 Family Res,Ranch,1950,2 / 1,Res New,0.21
"$117,000","$22,900",30000,8/1/2018,1 Family Res,Ranch,1970,3 / 1,Rural,0.57
"$158,000","$12,700",88000,8/1/2016,1 Family Res,Old style,1910,4 / 2,Vill/Norwood,0.28
"$236,000","$66,500",120000,8/1/2013,Rural res,Ranch,1977,2 / 1,Rural,64.09
"$156,000","$26,600",62000,8/1/2012,1 Family Res,Old style,1900,5 / 1.1,Res Old #2,0.28
"$266,000","$32,600",177000,8/1/2011,1 Family Res,Colonial,1968,4 / 2.1,Res New,0.39
"$210,000","$63,700",275000,8/1/2011,Auto body,Commercial,1966,,Comm New,0.26
"$28,200","$15,500",6000,8/1/2011,Vac w/imprv,,,,Rural,1.5
"$160,000","$10,400",100000,8/1/2006,Det row bldg,Commercial,1901,,Comm Old,40
"$156,000","$29,200",60000,8/1/2005,1 Family Res,Old style,1910,5 / 1.1,Res Old #2,0.36
"$137,000","$40,500",15000,7/9/2021,Rural res,Ranch,2022,1 / 1,Rural,11.5
"$121,000","$13,800",70000,7/9/2018,2 Family Res,Duplex,1951,4 / 2,Res Old #1,0.18
"$400,000","$11,800",260255,7/9/2015,Att row bldg,Commercial,1950,,Comm Old,0.07
"$185,000","$31,000",97000,7/9/2014,1 Family Res,Manuf'd Housing,2009,3 / 2,Rural,2
"$268,000","$35,700",135000,7/9/2013,1 Family Res,Raised ranch,1964,4 / 2.1,Res New,0.46
"$227,000","$227,000",111650,7/9/2013,Vac farmland,,,,Rural,111.5
"$183,000","$51,300",96000,7/9/2012,1 Family Res,Old style,1809,2 / 1.1,Rural New,2.3
"$118,000","$15,900",31000,7/9/2012,1 Family Res,Ranch,1953,3 / 1,Pot outskirts,0.28
"$330,000","$33,100",8600,7/9/2004,1 Family Res,Colonial,2005,4 / 2.1,Rural,4.1
"$64,700","$64,700",25000,7/9/2001,Vacant rural,,,,Rural,88.1
"$67,500","$16,400",6000,7/9/1999,Vac w/imprv,,,,Rural,2.4
"$178,000","$30,900",170000,7/8/2021,1 Family Res,Colonial,1989,3 / 2,Rural,1.9
"$315,000","$85,700",315000,7/8/2021,Rural res,Old style,1865,3 / 3,Rural New,62.4
"$319,000","$31,100",177500,7/8/2015,1 Family Res,Log home,1993,3 / 2,Rural,2.1
"$303,000","$50,300",150000,7/8/2013,1 Family Res,Ranch,1970,3 / 2,Rural New,1.3
"$193,000","$52,400",159000,7/8/2011,1 Family Res,Old style,1910,4 / 2,Rural New,3.4
"$152,000","$10,800",80000,7/8/2009,1 Family Res,Old style,1910,3 / 1.1,Res Old #1,0.13
"$255,000","$56,900",12000,7/8/2002,1 Family Res,Cape cod,2006,3 / 2,Rural New,7.9
"$33,200","$33,200",100000,7/7/2022,Vacant rural,,,,Rural New,61.4
"$181,000","$32,100",102500,7/7/2017,1 Family Res,Old style,1852,4 / 2,Vill/Norwood,1.06
"$348,000","$38,000",268000,7/7/2017,1 Family Res,Old style,1850,4 / 2.1,Res Old #2,1
"$224,000","$73,900",171500,7/7/2011,1 Family Res,Ranch,1988,3 / 2,Water/Nor Lake,0.68
"$132,000","$17,400",55000,7/7/2005,1 Family Res,Old style,1920,3 / 1,Res Old #1,0.24
"$205,000","$34,000",87000,7/7/2000,1 Family Res,Old style,1930,4 / 2,Res Old #2,0.67
"$158,000","$19,100",144406,7/6/2023,1 Family Res,Old style,1900,4 / 2.1,Res Old #2,0.19
"$329,000","$51,300",285000,7/6/2023,Rural res,Ranch,2019,2 / 2,Rural New,2.3
"$212,000","$38,300",179000,7/6/2022,1 Family Res,Split level,1965,3 / 2,Res New,0.53
"$148,000","$19,100",133000,7/6/2022,1 Family Res,Ranch,1920,2 / 1,Res Old #2,0.19
"$92,000","$15,000",61000,7/6/2021,1 Family Res,Ranch,1962,2 / 1,Res Old #1,0.2
"$70,000","$15,000",59000,7/6/2021,1 Family Res,Bungalow,1920,2 / 1,Res Old #1,0.2
"$21,200","$21,200",10000,7/6/2021,Rural vac<10,,,,Rural,7.2
"$125,000","$15,500",62500,7/6/2016,1 Family Res,Old style,1900,2 / 1,Res Old #2,0.15
"$93,000","$9,000",64000,7/6/2009,1 Family Res,Old style,1928,3 / 1.1,Res Old #2,0.08
"$209,000","$29,600",110000,7/6/2004,1 Family Res,Old style,1860,4 / 3,Res Old #2,0.38
"$388,000","$30,700",326500,7/5/2023,1 Family Res,Ranch,2012,3 / 3,Rural,1.7
"$141,000","$22,000",133000,7/5/2022,1 Family Res,Cape cod,1950,3 / 1.1,Res New,0.2
"$191,000","$24,500",107000,7/5/2012,1 Family Res,Old style,1872,3 / 2,Res Old #2,0.25
"$164,000","$20,900",115000,7/5/2012,1 Family Res,Old style,1900,4 / 1.1,Res Old #2,0.21
"$123,000","$22,000",64900,7/5/2011,1 Family Res,Ranch,1956,2 / 1,Res New,0.2
"$147,000","$30,600",140000,7/31/2023,1 Family Res,Manuf'd Housing,2017,3 / 2,Rural,1.6
"$128,000","$16,200",91000,7/31/2020,1 Family Res,Ranch,1951,3 / 1,Pot outskirts,0.29
"$181,000","$50,600",135000,7/31/2018,1 Family Res,Old style,1905,4 / 1.1,Rural New,1.6
"$179,000","$23,600",100000,7/31/2015,1 Family Res,Old style,1870,3 / 1,Res Old #1,0.48
"$273,000","$114,500",145500,7/31/2015,1 Family Res,Old style,1878,3 / 1.1,Water/Nor Lake,3.5
"$21,200","$21,200",8000,7/31/2003,Rural vac<10,,,,Water/Nor Lake,2.2
"$86,400","$40,600",8000,7/31/2002,Mfg housing,,,,Rural,12.1
"$254,000","$39,900",101000,7/31/2001,1 Family Res,Colonial,1965,4 / 2.1,Rural New,0.58
"$119,000","$15,900",49000,7/31/2000,1 Family Res,Old style,1880,4 / 1,Vill/Norwood,0.38
"$340,000","$13,100",340000,7/30/2024,1 Family Res,Old style,1868,3 / 3.1,Vill/Norwood,83
"$28,900","$28,900",20000,7/30/2024,Rural vac<10,,,,Rural New,4.9
"$200,000","$24,500",80000,7/30/2020,Restaurant,Commercial,1974,,Commercial,0.28
"$239,000","$31,200",134000,7/30/2018,1 Family Res,Old style,1900,5 / 3,Res Old #2,0.46
"$217,000","$50,600",107500,7/30/2012,1 Family Res,Manuf'd Housing,1999,3 / 2,Rural New,1.6
"$447,000","$59,400",229900,7/30/2007,Rural res,Colonial,1986,4 / 3.1,Rural New,10.4
"$255,000","$34,600",175000,7/30/2003,1 Family Res,Colonial,2001,3 / 2,Rural,5.6
"$16,700","$16,700",15000,7/3/2024,Res vac land,,,,Rural,2.7
"$68,000","$6,900",9000,7/3/2020,1 Family Res,Old style,1867,4 / 1,Union Hew Siss,0.63
"$177,000","$20,000",141000,7/3/2018,1 Family Res,Old style,1920,3 / 1.1,Res Old #2,0.2
"$575,000","$47,800",432500,7/3/2017,1 Family Res,Split level,1960,4 / 2.1,Res New,0.91
"$240,000","$54,100",112000,7/3/2013,1 Family Res,Old style,1920,5 / 5.1,Rural New,5.1
"$133,000","$26,300",78600,7/3/2012,1 Family Res,Ranch,1951,2 / 1,Res Old #1,0.69
"$80,000","$20,000",56900,7/29/2022,1 Family Res,Old style,1890,4 / 1,Vill/Norwood,0.52
"$158,000","$21,800",150000,7/29/2022,1 Family Res,Bungalow,1951,3 / 1,Res Old #2,0.22
"$233,000","$20,000",170500,7/29/2022,1 Family Res,Old style,1918,4 / 2,Res Old #2,0.2
"$242,000","$22,800",145500,7/29/2011,1 Family Res,Raised ranch,1970,4 / 2,Pot outskirts,0.51
